TT        PID       AT        CT        IO_D      WT        RT        TRT       DL        
25257     381       1317      273       0         23667     515       23940     1517      
25265     1350      4780      241       12        20244     3856      20485     4792      
25284     2660      9369      135       14        15780     3732      15915     9402      
25286     1764      6269      114       9         18903     12258     19017     6344      
25303     2384      8421      174       10        16708     126       16882     8518      
25346     2795      9843      164       0         15339     1283      15503     9901      
25361     1086      3877      235       14        21249     13572     21484     3986      
25365     1360      4816      156       7         20393     2171      20549     4934      
25379     2560      9038      183       15        16158     893       16341     9086      
25396     1078      3843      202       13        21351     1045      21553     3900      
25410     279       974       246       9         24190     2557      24436     1081      
25420     2263      8013      95        15        17312     9672      17407     8028      
25424     2143      7617      50        9         17757     5479      17807     7665      
25451     1847      6589      77        0         18785     391       18862     6606      
25453     2050      7268      134       15        18051     73        18185     7275      
25458     2134      7584      259       5         17615     1960      17874     7774      
25460     870       3112      300       4         22048     1765      22348     3143      
25484     1328      4717      86        3         20681     7962      20767     4776      
25489     2073      7349      141       9         17999     1277      18140     7401      
25503     2319      8206      105       7         17192     6801      17297     8311      
25521     2088      7390      77        11        18054     993       18131     7427      
25537     1495      5272      94        5         20171     1802      20265     5346      
25547     1971      7014      146       3         18387     1151      18533     7128      
25552     1689      5992      138       10        19422     2085      19560     6030      
25556     1428      5048      144       10        20364     8618      20508     5169      
25587     2638      9302      79        0         16206     889       16285     9358      
25594     1514      5345      284       2         19965     1         20249     5515      
25599     1479      5220      243       5         20136     12042     20379     5395      
25641     2254      7979      114       14        17548     2405      17662     8007      
25647     1791      6367      118       0         19162     1550      19280     6389      
25654     2356      8311      96        2         17247     11311     17343     8335      
25659     819       2913      284       0         22462     2214      22746     2928      
25667     1033      3678      291       15        21698     1269      21989     3733      
25681     1592      5657      267       7         19757     1702      20024     5895      
25686     543       1889      296       10        23501     65        23797     1921      
25707     1330      4722      180       13        20805     7060      20985     4734      
25710     2461      8681      152       1         16877     3643      17029     8776      
25723     2771      9770      26        11        15927     86        15953     9794      
25725     530       1857      166       15        23702     89        23868     1951      
25743     2999      10549     103       3         15091     2404      15194     10618     
25744     2299      8143      180       5         17421     5473      17601     8296      
25745     1687      5990      278       9         19477     1453      19755     6052      
25763     1151      4111      188       4         21464     10994     21652     4167      
25804     992       3543      108       1         22153     9759      22261     3584      
25828     935       3337      229       6         22262     2492      22491     3520      
25862     1345      4762      138       6         20962     10061     21100     4771      
25885     2948      10400     195       2         15290     1235      15485     10432     
25892     2002      7098      148       0         18646     9339      18794     7177      
25904     2295      8134      137       9         17633     5063      17770     8232      
25923     2453      8656      49        9         17218     441       17267     8674      
25943     577       2002      179       1         23762     1081      23941     2080      
25957     2282      8079      86        15        17792     11800     17878     8157      
25987     1877      6678      272       13        19037     12589     19309     6707      
25988     2240      7937      62        8         17989     2616      18051     7989      
26007     2966      10460     45        2         15502     200       15547     10485     
26026     2923      10304     95        7         15627     174       15722     10327     
26039     1465      5183      188       13        20668     162       20856     5299      
26045     2349      8288      59        12        17698     12845     17757     8294      
26050     1850      6599      113       4         19338     11804     19451     6711      
26064     1282      4576      193       2         21295     13034     21488     4607      
26083     762       2713      158       5         23212     713       23370     2861      
26102     2637      9296      43        10        16763     1170      16806     9331      
26144     1213      4324      178       8         21642     9241      21820     4490      
26177     1405      4979      163       6         21035     4385      21198     5049      
26197     1347      4768      266       0         21163     15471     21429     4836      
26232     2170      7707      180       0         18345     4582      18525     7870      
26238     1505      5312      161       15        20765     11607     20926     5448      
26256     2277      8065      82        14        18109     1934      18191     8078      
26260     1562      5544      168       3         20548     12310     20716     5691      
26262     2294      8132      55        16        18075     695       18130     8168      
26289     1393      4925      197       12        21167     3159      21364     5029      
26296     1680      5977      27        6         20292     2612      20319     5997      
26315     2238      7928      65        13        18322     1354      18387     7941      
26328     512       1799      296       3         24233     1702      24529     1845      
26359     1659      5868      149       14        20342     15        20491     5955      
26365     1829      6511      164       15        19690     645       19854     6538      
26384     1615      5726      241       3         20417     5594      20658     5749      
26415     1205      4295      261       7         21859     1         22120     4325      
26434     1409      4992      156       15        21286     1332      21442     5145      
26470     1676      5957      278       0         20235     6396      20513     6228      
26492     1129      4035      254       9         22203     4208      22457     4183      
26525     2782      9811      136       9         16578     3991      16714     9929      
26530     1854      6604      118       16        19808     416       19926     6617      
26543     749       2666      277       15        23600     130       23877     2772      
26553     2116      7517      188       8         18848     59        19036     7685      
26587     1677      5963      97        15        20527     3317      20624     6000      
26596     2185      7743      121       4         18732     1057      18853     7801      
26615     1704      6044      175       6         20396     818       20571     6052      
26616     2985      10515     70        16        16031     7684      16101     10570     
26622     2997      10547     161       13        15914     8964      16075     10663     
26625     1710      6068      98        2         20459     13        20557     6164      
26629     1997      7080      177       3         19372     1629      19549     7214      
26639     1929      6845      61        15        19733     515       19794     6869      
26658     1056      3770      107       17        22781     436       22888     3846      
26677     2179      7732      121       12        18824     821       18945     7822      
26678     2090      7398      189       2         19091     3602      19280     7571      
26686     2323      8221      188       5         18277     4123      18465     8286      
26700     1503      5299      112       13        21289     49        21401     5317      
26722     1801      6404      226       3         20092     649       20318     6587      
26742     1583      5619      290       16        20833     68        21123     5857      
26745     1868      6658      205       7         19882     986       20087     6806      
26749     1363      4823      213       17        21713     1351      21926     4895      
26753     1565      5552      92        14        21109     1535      21201     5613      
26764     1116      3980      153       11        22631     410       22784     4051      
26772     1954      6937      165       2         19670     2929      19835     6949      
26773     617       2150      252       10        24371     1         24623     2174      
26789     547       1898      181       12        24710     571       24891     1999      
26790     1181      4222      212       0         22356     10331     22568     4284      
26802     1222      4342      140       3         22320     749       22460     4407      
26809     1293      4605      222       3         21982     1075      22204     4729      
26835     2835      9973      93        15        16769     12        16862     10019     
26842     1922      6822      65        15        19955     2811      20020     6874      
26883     2485      8783      128       6         17972     4914      18100     8856      
26886     2148      7626      100       12        19160     8130      19260     7681      
26896     1072      3815      285       1         22796     772       23081     3830      
26905     1611      5718      115       6         21072     2154      21187     5727      
26945     1158      4133      259       0         22553     9835      22812     4374      
26982     500       1756      147       13        25079     3345      25226     1828      
26998     2493      8811      195       3         17992     6961      18187     8853      
27000     2949      10404     183       11        16413     1629      16596     10523     
27007     1180      4217      136       6         22654     6786      22790     4222      
27017     1785      6340      253       4         20424     1624      20677     6442      
27037     1822      6480      232       9         20325     1         20557     6613      
27049     1263      4496      127       9         22426     763       22553     4576      
27062     595       2070      162       8         24830     4973      24992     2174      
27066     1875      6675      220       14        20171     979       20391     6820      
27074     1425      5042      128       10        21904     2641      22032     5104      
27076     1179      4210      37        16        22829     2         22866     4244      
27081     2180      7732      97        8         19252     831       19349     7763      
27091     2810      9889      133       2         17069     1037      17202     9911      
27098     2130      7569      82        1         19447     960       19529     7576      
27103     1148      4094      188       7         22821     758       23009     4245      
27108     2210      7821      214       4         19073     4387      19287     7938      
27110     2229      7893      175       6         19042     6253      19217     8020      
27117     1769      6288      176       14        20653     10921     20829     6332      
27151     818       2910      165       6         24076     2016      24241     2988      
27170     1688      5990      229       8         20951     12776     21180     6113      
27175     2304      8156      204       14        18815     7114      19019     8358      
27188     2040      7242      147       10        19799     4         19946     7323      
27210     2039      7236      108       9         19866     7         19974     7290      
27223     1758      6250      84        5         20889     1         20973     6285      
27226     2668      9397      153       2         17676     4176      17829     9546      
27243     2071      7345      123       0         19775     1789      19898     7371      
27245     1499      5282      253       10        21710     7531      21963     5379      
27319     811       2883      276       9         24160     731       24436     2927      
27321     2177      7727      57        13        19537     815       19594     7735      
27335     2198      7784      226       2         19325     1         19551     7982      
27337     2441      8615      69        6         18653     902       18722     8628      
27338     2332      8244      85        10        19009     4669      19094     8326      
27356     2093      7414      74        11        19868     8485      19942     7452      
27375     2412      8518      67        12        18790     5761      18857     8549      
27394     1682      5983      172       12        21239     3237      21411     6057      
27415     1699      6024      109       11        21282     3669      21391     6064      
27422     1323      4701      158       5         22563     2254      22721     4849      
27429     2168      7702      161       3         19566     12695     19727     7811      
27433     1717      6083      160       12        21190     1460      21350     6182      
27434     2428      8580      156       0         18698     6         18854     8618      
27437     2880      10159     94        13        17184     4057      17278     10188     
27447     744       2639      203       16        24605     27        24808     2827      
27453     1504      5305      108       10        22040     8784      22148     5319      
27466     1527      5408      161       3         21897     858       22058     5510      
27480     2350      8290      170       13        19020     10287     19190     8433      
27498     1843      6571      151       9         20776     61        20927     6612      
27520     2746      9667      124       14        17729     12688     17853     9784      
27539     2182      7737      93        5         19709     840       19802     7809      
27554     2289      8110      164       14        19280     7687      19444     8259      
27558     2511      8867      53        15        18638     308       18691     8920      
27593     775       2759      282       7         24552     997       24834     2944      
27594     608       2111      251       14        25232     4182      25483     2259      
27618     2043      7251      123       10        20244     387       20367     7302      
27622     993       3548      161       11        23913     699       24074     3709      
27632     2309      8172      215       12        19245     7665      19460     8276      
27640     2699      9501      64        12        18075     2680      18139     9554      
27648     1229      4369      130       8         23149     2883      23279     4422      
27652     938       3348      150       2         24154     870       24304     3416      
27667     1646      5820      157       2         21690     5478      21847     5841      
27680     2292      8125      166       11        19389     14838     19555     8159      
27696     2738      9644      107       13        17945     519       18052     9716      
27699     2363      8340      39        0         19320     11633     19359     8366      
27718     623       2178      115       8         25425     6000      25540     2233      
27748     1779      6327      240       0         21181     6820      21421     6340      
27803     2890      10193     147       4         17463     646       17610     10252     
27814     1160      4142      176       2         23496     1373      23672     4162      
27816     2158      7668      121       6         20027     1528      20148     7785      
27821     2962      10451     60        4         17310     810       17370     10500     
27829     1916      6811      145       7         20873     1833      21018     6955      
27840     1806      6419      132       4         21289     675       21421     6474      
27848     1663      5884      164       2         21800     56        21964     5893      
27883     1308      4655      223       12        23005     1699      23228     4751      
27885     1958      6954      202       5         20729     6750      20931     7090      
27902     1568      5560      88        10        22254     9884      22342     5576      
27930     2866      10093     159       1         17678     583       17837     10232     
27941     1389      4903      291       3         22747     2124      23038     5149      
27956     1163      4154      234       13        23568     1003      23802     4228      
27975     650       2285      154       6         25536     177       25690     2340      
27992     1089      3888      282       10        23822     1973      24104     4030      
28006     2462      8681      169       12        19156     2645      19325     8785      
28030     2758      9710      85        3         18235     7533      18320     9781      
28034     673       2370      247       2         25417     976       25664     2487      
28049     2527      8920      165       16        18964     4013      19129     9040      
28053     2844      10013     153       6         17887     2823      18040     10161     
28071     1625      5764      112       12        22195     1423      22307     5857      
28076     583       2025      257       9         25794     2595      26051     2212      
28079     551       1915      268       4         25896     1294      26164     1933      
28100     1517      5361      236       14        22503     830       22739     5417      
28101     2508      8859      105       16        19137     3974      19242     8944      
28110     287       999       187       16        26924     1537      27111     1039      
28119     1008      3600      183       10        24336     1287      24519     3724      
28120     1340      4744      91        12        23285     7         23376     4774      
28166     2473      8722      73        4         19371     2507      19444     8756      
28167     2972      10482     92        2         17593     2910      17685     10491     
28169     1752      6236      139       4         21794     6023      21933     6275      
28175     1994      7072      164       6         20939     12125     21103     7087      
28186     1621      5751      169       5         22266     3129      22435     5918      
28205     1780      6328      240       6         21637     1410      21877     6427      
28205     2907      10247     89        2         17869     927       17958     10297     
28207     2662      9378      94        14        18735     879       18829     9472      
28213     1870      6668      44        15        21501     1128      21545     6677      
28232     1005      3590      166       5         24476     5878      24642     3738      
28251     2064      7309      97        15        20845     5147      20942     7396      
28270     1819      6467      68        11        21735     3341      21803     6523      
28289     1471      5203      129       1         22957     233       23086     5267      
28295     2114      7503      134       1         20658     870       20792     7532      
28316     697       2453      223       3         25640     7155      25863     2522      
28329     2089      7394      94        12        20841     4044      20935     7477      
28332     2613      9200      50        10        19082     1322      19132     9207      
28365     913       3255      233       14        24877     4127      25110     3381      
28399     1366      4832      207       15        23360     16027     23567     4997      
28401     1440      5090      293       5         23018     1074      23311     5326      
28402     2532      8936      83        6         19383     1211      19466     9001      
28408     2280      8074      110       10        20224     2667      20334     8087      
28408     1322      4694      276       4         23438     8841      23714     4736      
28414     1331      4722      75        13        23617     1583      23692     4797      
28416     731       2591      195       8         25630     890       25825     2757      
28420     1149      4098      264       16        24058     2273      24322     4344      
28427     1473      5208      134       11        23085     251       23219     5297      
28427     1203      4290      195       9         23942     6693      24137     4471      
28448     1253      4461      248       2         23739     9843      23987     4677      
28462     1011      3609      291       2         24562     2674      24853     3830      
28463     2991      10527     126       16        17810     1         17936     10636     
28513     1768      6281      109       2         22123     10332     22232     6346      
28517     899       3206      270       16        25041     179       25311     3373      
28526     1291      4599      204       6         23723     2296      23927     4671      
28545     2760      9719      221       10        18605     10978     18826     9824      
28547     1327      4713      274       9         23560     1668      23834     4947      
28552     2241      7942      51        13        20559     6214      20610     7987      
28567     1421      5031      171       5         23365     1085      23536     5157      
28585     1596      5679      255       0         22651     464       22906     5857      
28621     1739      6178      146       1         22297     1         22443     6253      
28636     2153      7652      178       4         20806     1534      20984     7682      
28643     2152      7649      170       8         20824     8838      20994     7797      
28651     2837      9982      126       4         18543     39        18669     10081     
28657     1890      6722      247       8         21688     54        21935     6738      
28664     1426      5043      200       3         23421     1902      23621     5234      
28696     1522      5385      162       14        23149     859       23311     5393      
28710     2547      8995      267       4         19448     484       19715     9126      
28729     2025      7186      155       10        21388     353       21543     7250      
28757     1909      6792      220       15        21745     1872      21965     6875      
28762     352       1213      251       4         27298     1882      27549     1262      
28792     2070      7340      169       7         21283     925       21452     7507      
28798     2912      10262     40        12        18496     2273      18536     10292     
28804     2112      7491      221       4         21092     187       21313     7643      
28813     2188      7751      53        4         21009     1079      21062     7796      
28830     2424      8567      279       11        19984     198       20263     8625      
28839     2415      8529      129       7         20181     364       20310     8565      
28848     2027      7194      166       11        21488     2870      21654     7285      
28858     1972      7018      88        8         21752     1227      21840     7044      
28865     2408      8509      18        11        20338     367       20356     8514      
28877     2052      7272      104       13        21501     88        21605     7372      
28896     2230      7899      75        3         20922     1         20997     7916      
28909     794       2821      207       11        25881     1991      26088     3023      
28917     1770      6290      142       11        22485     8220      22627     6358      
28942     2924      10309     92        3         18541     1268      18633     10365     
28960     2692      9495      126       6         19339     2274      19465     9507      
29006     2202      7791      219       2         20996     28        21215     7841      
29017     1823      6487      266       4         22264     5812      22530     6494      
29017     1830      6516      190       11        22311     3302      22501     6623      
29033     2001      7093      58        4         21882     14500     21940     7139      
29033     1973      7018      101       7         21914     1157      22015     7077      
29052     1224      4349      251       11        24452     856       24703     4496      
29080     2438      8602      268       9         20210     614       20478     8611      
29080     2212      7828      153       1         21099     4823      21252     7854      
29087     2022      7176      244       12        21667     333       21911     7359      
29118     1539      5448      183       4         23487     8845      23670     5479      
29118     1728      6128      277       5         22713     7336      22990     6307      
29137     1124      4012      86        9         25039     10561     25125     4095      
29156     1652      5844      138       2         23174     727       23312     5867      
29161     2248      7967      202       9         20992     2817      21194     8108      
29175     1461      5166      201       12        23808     682       24009     5266      
29202     2534      8944      85        0         20173     6808      20258     9016      
29213     2516      8881      80        8         20252     867       20332     8953      
29232     1045      3733      220       7         25279     2637      25499     3926      
29239     2724      9587      102       2         19550     4371      19652     9660      
29254     1608      5712      131       6         23411     3421      23542     5778      
29269     2626      9255      126       7         19888     1         20014     9262      
29273     2038      7232      136       2         21905     1         22041     7243      
29275     2464      8687      216       2         20372     868       20588     8796      
29280     2175      7724      221       0         21335     788       21556     7898      
29292     2850      10028     70        13        19194     2422      19264     10062     
29302     2370      8370      193       0         20739     389       20932     8383      
29317     1325      4707      259       6         24351     2300      24610     4775      
29338     2490      8803      208       13        20327     4078      20535     8839      
29347     2800      9857      140       2         19350     1571      19490     9876      
29368     2684      9460      73        5         19835     2696      19908     9502      
29373     2685      9467      196       4         19710     880       19906     9591      
29374     2255      7982      249       11        21143     9172      21392     8052      
29419     1694      6005      106       4         23308     5018      23414     6055      
29422     2285      8093      98        12        21231     4345      21329     8182      
29431     869       3106      265       12        26060     759       26325     3317      
29450     2945      10392     120       4         18938     1186      19058     10467     
29478     2975      10488     79        4         18911     3183      18990     10551     
29489     1519      5370      176       6         23943     844       24119     5493      
29490     1551      5496      84        11        23910     6022      23994     5538      
29502     331       1139      236       11        28127     868       28363     1343      
29508     2328      8233      81        5         21194     624       21275     8251      
29509     2278      8066      91        12        21352     3365      21443     8140      
29536     2926      10314     118       12        19104     1273      19222     10353     
29548     2127      7556      226       8         21766     1234      21992     7676      
29553     916       3268      277       3         26008     777       26285     3541      
29567     655       2300      215       5         27052     2052      27267     2435      
29584     1620      5749      131       9         23704     11314     23835     5836      
29595     985       3530      209       2         25856     1162      26065     3570      
29595     1570      5566      233       7         23796     929       24029     5672      
29602     2367      8359      156       6         21087     363       21243     8495      
29609     1675      5950      237       14        23422     7398      23659     5967      
29627     2456      8666      200       6         20761     2715      20961     8753      
29628     1905      6772      65        3         22791     15        22856     6817      
29634     1866      6652      297       6         22685     18168     22982     6664      
29635     2317      8199      115       8         21321     656       21436     8220      
29641     2592      9150      110       14        20381     23        20491     9169      
29649     2066      7316      100       14        22233     1555      22333     7408      
29664     2530      8930      63        8         20671     5633      20734     8942      
29674     2759      9712      180       8         19782     3772      19962     9847      
29676     2133      7580      97        7         21999     2240      22096     7625      
29707     1670      5925      90        5         23692     15801     23782     5989      
29709     1177      4205      211       6         25293     1006      25504     4343      
29768     2396      8464      82        5         21222     3976      21304     8470      
29775     2320      8211      234       5         21330     8802      21564     8237      
29833     2347      8285      185       0         21363     11672     21548     8425      
29846     2414      8529      137       2         21180     2539      21317     8598      
29862     2594      9153      169       4         20540     40        20709     9240      
29864     1241      4409      189       15        25266     833       25455     4557      
29897     317       1099      275       4         28523     456       28798     1371      
29902     1754      6238      241       10        23423     463       23664     6457      
29916     1095      3909      184       13        25823     12032     26007     4015      
29921     2814      9909      143       13        19869     1674      20012     9948      
29930     739       2619      203       17        27108     6312      27311     2788      
29940     2990      10524     149       6         19267     163       19416     10548     
29947     2008      7122      120       0         22705     5651      22825     7208      
29956     959       3436      279       15        26241     2420      26520     3621      
29959     2145      7620      85        6         22254     11009     22339     7681      
29973     1175      4195      243       7         25535     7429      25778     4383      
29989     2465      8690      99        17        21200     4554      21299     8743      
29992     1674      5947      237       5         23808     6754      24045     6012      
29996     2260      8005      244       16        21747     2769      21991     8241      
30007     816       2901      191       5         26915     642       27106     2927      
30007     1300      4630      94        9         25283     12806     25377     4706      
30008     2938      10363     121       1         19524     5652      19645     10399     
30026     2381      8410      100       14        21516     1080      21616     8480      
30041     2753      9692      77        12        20272     7939      20349     9764      
30065     1776      6315      116       3         23634     7347      23750     6410      
30103     1285      4578      152       16        25373     10323     25525     4712      
30107     778       2766      192       13        27149     6599      27341     2807      
30117     1650      5839      277       7         24001     3197      24278     5975      
30122     1018      3629      211       2         26282     1148      26493     3656      
30128     1059      3781      226       4         26121     6650      26347     3914      
30128     1143      4074      188       13        25866     1353      26054     4180      
30139     1130      4039      259       12        25841     9273      26100     4218      
30141     1404      4976      201       9         24964     1358      25165     5088      
30157     2122      7537      209       12        22411     5366      22620     7600      
30205     1835      6536      274       16        23395     3095      23669     6554      
30207     2296      8139      107       8         21961     6047      22068     8197      
30212     1942      6885      210       4         23117     3718      23327     6934      
30226     1394      4931      101       3         25194     2004      25295     5004      
30234     1861      6633      246       3         23355     2413      23601     6780      
30249     2543      8974      137       12        21138     937       21275     9029      
30252     1173      4191      283       2         25778     2511      26061     4467      
30257     2390      8443      92        2         21722     4266      21814     8466      
30276     1888      6708      142       7         23426     2299      23568     6809      
30278     1415      5017      260       0         25001     905       25261     5216      
30297     990       3541      193       18        26563     2523      26756     3665      
30306     1280      4572      194       3         25540     2797      25734     4724      
30316     2206      7808      255       7         22253     11727     22508     7845      
30322     1419      5030      197       13        25095     1428      25292     5202      
30335     2338      8253      276       11        21806     11143     22082     8286      
30340     1889      6715      140       14        23485     9723      23625     6787      
30358     1951      6926      84        11        23348     10689     23432     6935      
30377     1946      6905      224       8         23248     977       23472     6968      
30379     1532      5426      123       0         24830     8802      24953     5501      
30391     2097      7433      242       2         22716     1         22958     7500      
30394     1979      7028      290       16        23076     4361      23366     7220      
30418     1982      7044      140       6         23234     1         23374     7103      
30435     2778      9797      57        12        20581     7525      20638     9830      
30446     2335      8250      80        4         22116     8520      22196     8302      
30451     1402      4970      254       0         25227     354       25481     5178      
30456     2439      8605      55        3         21796     2066      21851     8630      
30456     1528      5414      232       12        24810     879       25042     5506      
30474     2617      9218      156       7         21100     699       21256     9371      
30475     2602      9172      86        7         21217     1056      21303     9187      
30481     1880      6686      248       11        23547     2537      23795     6924      
30505     647       2272      242       14        27991     132       28233     2327      
30505     1679      5973      219       11        24313     1450      24532     6192      
30516     672       2366      249       10        27901     1534      28150     2462      
30519     568       1970      222       12        28327     7377      28549     2028      
30523     2058      7287      187       4         23049     113       23236     7387      
30529     1904      6770      276       12        23483     6633      23759     6815      
30536     2784      9820      77        15        20639     3464      20716     9873      
30546     1991      7062      285       9         23199     2009      23484     7084      
30559     1838      6554      154       15        23851     5367      24005     6609      
30563     2061      7290      152       9         23121     136       23273     7340      
30576     375       1295      201       11        29080     566       29281     1305      
30581     2324      8227      213       10        22141     1364      22354     8309      
30582     2422      8565      78        11        21939     95        22017     8584      
30585     2503      8838      181       16        21566     780       21747     8989      
30596     2379      8404      70        5         22122     192       22192     8453      
30628     1934      6853      257       0         23518     38        23775     6933      
30632     2084      7380      289       11        22963     1302      23252     7537      
30634     1711      6073      258       6         24303     44        24561     6192      
30635     2123      7543      166       4         22926     3148      23092     7581      
30693     2399      8475      154       8         22064     1631      22218     8625      
30704     1855      6607      200       4         23897     428       24097     6694      
30706     1727      6121      117       9         24468     1643      24585     6130      
30724     1974      7019      235       0         23470     1236      23705     7151      
30725     1259      4487      232       9         26006     738       26238     4703      
30732     2237      7922      174       13        22636     6367      22810     7965      
30775     1174      4192      143       12        26440     1783      26583     4218      
30805     2623      9241      180       1         21384     7465      21564     9282      
30832     1564      5551      177       0         25104     2403      25281     5616      
30839     1825      6495      275       4         24069     1236      24344     6726      
30854     2675      9423      85        9         21346     3396      21431     9501      
30855     1750      6228      280       17        24347     5300      24627     6279      
30862     1796      6378      211       2         24273     3350      24484     6475      
30873     2195      7773      152       12        22948     2087      23100     7906      
30889     2717      9558      135       2         21196     1928      21331     9565      
30894     2284      8090      164       15        22640     3494      22804     8202      
30918     2029      7199      299       6         23420     1         23719     7465      
30933     924       3300      255       3         27378     2727      27633     3420      
30947     2099      7439      139       14        23369     2354      23508     7502      
30969     2183      7740      112       9         23117     851       23229     7789      
30973     2597      9162      121       8         21690     57        21811     9247      
30997     2744      9663      222       0         21112     8515      21334     9669      
31057     2242      7946      201       2         22910     2456      23111     7985      
31081     2956      10429     164       0         20488     7011      20652     10519     
31090     1873      6675      256       0         24159     1202      24415     6707      
31100     2846      10016     177       0         20907     1080      21084     10166     
31102     2291      8121      132       9         22849     2626      22981     8223      
31121     1672      5935      298       11        24888     9749      25186     6198      
31140     1206      4296      138       2         26706     1048      26844     4426      
31159     1230      4371      261       5         26527     4042      26788     4549      
31178     2176      7724      178       15        23276     798       23454     7846      
31185     1607      5711      116       1         25358     1297      25474     5773      
31188     1246      4436      283       11        26469     5468      26752     4644      
31206     2647      9336      91        12        21779     9103      21870     9372      
31207     2245      7965      258       12        22984     3784      23242     8202      
31210     2477      8749      227       4         22234     2645      22461     8823      
31234     795       2828      216       5         28190     2494      28406     2947      
31258     994       3552      134       7         27572     1150      27706     3631      
31271     1614      5723      163       0         25385     3297      25548     5773      
31320     2708      9529      163       2         21628     7529      21791     9585      
31324     984       3527      272       8         27525     3113      27797     3680      
31334     2095      7427      174       5         23733     3213      23907     7495      
31341     2003      7101      263       0         23977     728       24240     7111      
31344     2529      8927      105       4         22312     3996      22417     9002      
31349     1597      5681      274       13        25394     2238      25668     5860      
31350     1624      5764      284       14        25302     1413      25586     5835      
31356     2575      9080      109       13        22167     5565      22276     9116      
31416     2154      7653      122       9         23641     8597      23763     7672      
31422     1690      5996      109       13        25317     2593      25426     6027      
31429     1865      6646      133       11        24650     1643      24783     6695      
31445     1759      6250      118       5         25077     3518      25195     6288      
31464     1842      6564      187       3         24713     10186     24900     6583      
31473     2981      10507     57        5         20909     2821      20966     10515     
31504     2196      7773      211       14        23520     1774      23731     7885      
31546     2203      7798      136       10        23612     61        23748     7913      
31548     1795      6378      249       10        24921     3340      25170     6554      
31561     2450      8649      147       7         22765     4088      22912     8760      
31564     1278      4564      229       1         26771     7157      27000     4731      
31577     1201      4283      188       9         27106     10917     27294     4435      
31578     2225      7879      171       9         23528     7957      23699     7913      
31596     741       2629      243       8         28724     3116      28967     2836      
31613     853       3051      217       7         28345     2370      28562     3153      
31615     2228      7888      196       15        23531     132       23727     8015      
31664     1765      6273      244       13        25147     2246      25391     6382      
31678     2677      9432      168       11        22078     1526      22246     9473      
31691     839       2995      286       0         28410     1725      28696     3250      
31701     2673      9416      146       10        22139     1183      22285     9536      
31737     1346      4765      294       13        26678     1609      26972     5039      
31751     2712      9540      241       0         21970     3731      22211     9769      
31770     2678      9436      148       3         22186     99        22334     9454      
31794     2373      8380      171       10        23243     410       23414     8489      
31808     2743      9660      268       0         21880     4368      22148     9803      
31813     2593      9151      138       6         22524     32        22662     9272      
31829     2173      7713      183       3         23933     775       24116     7872      
31835     2774      9774      137       2         21924     2975      22061     9827      
31838     973       3482      253       8         28103     2541      28356     3624      
